State;House_id;Weight;House_relation;Sex;Age;Race;Marriage;Education;Ancestry;Language;Employment_status;Traveltime;Industry;Occupation;Hours;Weeks;Salary;Income;Earnings
California;8708027;0021;03;1;01;1;5;00;084;0;0;000;000;000;00;00;000000;0000000;0000000
California;8709162;0019;01;2;33;6;3;11;720;0;1;060;609;005;52;60;070000;0072800;0070000
California;8709162;0013;03;2;10;9;5;03;720;1;0;000;000;000;00;00;000000;0000000;0000000
California;8709162;0019;03;1;05;9;5;02;720;0;0;000;000;000;00;00;000000;0000000;0000000
California;8709162;0031;19;1;36;1;3;13;082;0;1;060;357;070;52;60;082000;0082000;0082000
California;8712082;0021;01;1;42;6;1;13;997;1;3;000;479;083;52;50;042000;0042000;0042000
California;8712082;0019;03;2;12;6;5;02;997;1;0;000;000;000;00;00;000000;0000000;0000000
California;8712082;0016;03;2;05;6;5;01;997;0;0;000;000;000;00;00;000000;0000000;0000000
California;8712082;0018;21;2;42;6;1;01;609;2;6;000;000;000;00;00;000000;0000000;0000000
California;8712082;0019;17;2;41;6;1;01;999;2;6;000;000;000;00;00;000000;0000000;0000000
California;8715456;0024;01;2;42;1;3;16;290;0;1;030;787;176;52;60;038600;0040500;0038600
California;8720437;0018;01;2;48;1;5;14;999;0;1;025;789;220;52;40;000000;0055000;0055000
California;8722291;0016;01;2;54;1;3;14;098;0;1;060;758;062;10;30;025000;0050000;0050000
California;8724370;0040;01;2;35;8;5;13;210;1;1;045;677;532;48;40;025600;0026700;0025600
California;8728233;0024;01;1;64;2;4;08;999;0;6;000;000;000;00;00;000000;0004200;0000000
California;8730406;0018;01;2;56;1;3;14;148;0;1;045;479;101;52;45;135000;0160000;0135000
California;8740208;0024;01;1;33;1;1;14;154;1;1;010;697;043;35;40;156000;0177000;0176000
California;8740208;0024;02;2;34;1;1;14;935;1;6;000;747;062;16;30;023600;0023600;0023600
California;8741369;0024;01;2;26;1;5;13;032;0;1;045;679;524;52;40;045000;0045000;0045000
California;8741369;0024;18;2;25;1;5;13;051;0;1;030;396;485;52;40;035000;0035120;0035000
California;8741369;0021;18;2;25;1;5;13;032;0;1;045;687;062;52;45;050000;0050020;0050000
California;8744556;0024;01;1;36;6;5;14;706;1;1;015;697;471;52;48;041000;0044000;0041000
California;8744556;0029;19;2;32;6;5;14;706;1;1;060;678;005;52;80;060000;0060000;0060000
California;8752867;0021;01;1;37;1;3;09;087;0;1;060;648;484;50;73;051000;0051060;0051000
California;8755883;0026;01;2;75;1;2;15;148;3;6;000;000;000;00;00;000000;0008300;0000000
California;8757682;0016;01;2;55;1;3;13;142;0;1;025;727;570;52;36;058000;0058000;0058000
California;8760469;0032;01;1;72;2;5;09;902;0;6;000;000;000;00;00;000000;0008400;0000000
California;8762486;0018;01;2;83;1;3;11;091;0;6;000;000;000;00;00;000000;0027800;0000000
California;8769405;0014;01;1;46;6;3;13;782;2;1;002;767;483;40;48;024000;0024000;0024000
California;8769405;0016;03;2;16;6;5;05;782;1;6;000;000;000;00;00;000000;0000000;0000000
California;8769405;0013;03;1;21;6;5;12;782;1;6;000;786;422;20;15;003000;0003000;0003000
California;8770628;0022;01;2;60;1;3;10;999;0;6;000;429;586;01;35;001100;0001630;0001100
California;8770628;0015;03;1;27;9;5;08;900;0;1;020;868;401;52;30;016500;0016500;0016500
California;8770628;0016;03;1;19;9;5;09;999;0;1;020;517;392;52;40;008000;0008000;0008000
California;8776571;0018;01;2;38;2;5;12;902;0;1;010;749;484;52;40;030000;0030000;0030000
California;8776571;0024;03;2;03;2;5;01;902;0;0;000;000;000;00;00;000000;0000000;0000000
California;8778501;0024;01;1;21;2;5;07;902;0;6;000;819;423;30;40;006500;0006500;0006500
California;8778501;0016;03;1;03;2;5;01;902;0;0;000;000;000;00;00;000000;0000000;0000000
California;8778501;0015;19;2;22;2;5;09;902;0;1;020;697;533;52;40;023000;0023000;0023000
California;8779069;0024;01;1;43;1;5;11;142;0;1;015;538;476;52;39;047000;0053000;0047000
California;8779069;0023;19;1;36;1;5;11;022;0;1;015;868;411;52;39;030000;0030000;0030000
California;8781274;0048;23;1;21;1;1;11;999;0;3;000;497;472;52;20;005000;0005000;0005000
California;8788091;0019;01;2;72;6;2;03;999;3;1;025;939;461;52;40;009000;0009000;0009000
California;8788091;0016;03;1;24;6;5;13;999;1;1;010;679;111;52;50;050000;0050000;0050000
California;8791467;0016;01;2;81;6;2;06;720;2;6;000;000;000;00;00;000000;0018100;0000000
California;8791467;0018;03;2;42;6;1;13;720;0;1;005;687;534;48;40;040000;0040060;0040000
California;8791467;0021;10;1;39;6;1;13;720;2;1;020;859;403;52;50;037000;0037300;0037000
California;8791467;0021;13;2;39;6;1;09;706;2;1;030;868;405;52;12;011500;0016500;0011500
California;8791467;0019;13;1;40;6;1;11;720;2;1;020;819;330;52;40;038000;0038000;0038000
California;8792945;0024;01;2;60;1;5;15;425;1;6;000;000;000;00;00;000000;0007200;0000000
California;8799889;0034;01;1;38;1;4;10;011;0;1;000;738;101;52;50;142000;0152000;0142000
California;8803488;0032;01;1;66;6;1;09;706;3;6;000;000;000;00;00;000000;0137000;0000000
California;8803488;0031;02;2;58;6;1;11;706;1;6;000;000;000;00;00;000000;0000000;0000000
California;8803488;0042;03;2;26;6;5;14;706;0;1;010;786;231;36;40;031300;0031300;0031300
California;8810355;0000;01;1;61;1;1;13;252;3;1;030;868;414;52;40;016500;0016500;0016500
California;8810355;0037;02;2;54;8;1;01;999;3;1;020;866;414;48;40;024000;0024000;0024000
California;8812298;0018;01;2;46;1;1;15;998;0;1;030;778;676;26;03;017000;0045000;0017000
California;8813446;0019;01;1;40;1;3;13;022;0;1;015;778;500;45;27;015900;0021800;0015900
California;8813446;0016;18;1;54;1;5;09;050;0;1;025;579;470;52;45;031000;0031000;0031000
California;8815007;0016;01;2;27;1;5;13;237;1;1;000;738;101;20;25;000000;0007200;0007200
California;8815007;0019;18;1;27;1;5;11;402;1;6;000;000;000;00;00;000000;0003500;0000000
California;8815007;0013;18;1;37;1;5;13;032;1;6;000;467;476;52;40;325000;0345000;0345000
California;8818444;0019;01;2;80;1;5;03;210;4;6;000;000;000;00;00;000000;0007600;0000000
California;8824563;0013;01;2;30;1;5;11;051;0;1;060;508;470;48;40;020800;0020800;0020800
California;8824563;0019;06;2;26;1;5;11;032;0;1;045;847;230;52;40;025200;0025200;0025200
California;8824563;0029;18;1;51;1;5;01;999;0;1;060;259;636;32;30;009600;0009600;0009600
California;8824830;0024;01;1;38;1;5;13;022;0;1;030;699;101;50;40;050000;0052000;0050000
California;8825106;0018;01;1;32;1;5;13;291;0;1;015;868;411;46;35;040000;0040000;0040000
California;8826481;0015;01;2;37;6;5;11;706;0;1;030;727;570;52;60;043000;0043000;0043000
California;8839668;0021;01;2;73;1;5;14;022;0;6;000;000;000;00;00;000000;0050500;0000000
California;8852117;0037;01;2;31;1;5;13;050;0;1;045;738;524;52;50;050000;0050000;0050000
California;8854145;0019;01;1;37;1;5;13;088;0;1;040;649;110;52;40;098000;0108000;0098000
California;8855161;0022;22;2;93;1;2;06;999;1;6;000;000;000;00;00;000000;0016400;0000000
California;8866299;0013;01;2;24;1;5;13;050;0;1;020;747;062;52;57;033000;0033000;0033000
California;8866299;0016;06;2;26;1;5;13;050;0;6;000;657;271;52;35;000000;0035000;0035000
California;8867547;0022;01;2;30;1;5;14;088;3;1;025;699;015;52;50;045000;0045000;0045000
California;8867547;0023;19;1;29;1;5;11;032;0;1;025;947;211;52;45;032000;0032000;0032000
California;8869428;0029;01;2;73;2;2;11;902;0;6;000;818;350;06;04;000090;0009690;0000090
California;8875438;0021;01;2;42;6;3;13;720;0;1;015;868;581;47;22;011200;0017100;0011200
California;8875438;0031;03;1;21;9;5;11;720;0;1;030;527;476;50;30;010000;0018200;0010000
California;8875438;0027;03;2;18;9;5;07;720;0;6;000;000;000;00;00;000000;0010000;0000000
California;8875438;0016;03;1;15;9;5;04;720;0;0;000;000;000;00;00;000000;0008200;0000000
California;8876662;0015;01;2;26;2;5;09;902;0;3;000;758;561;00;00;000000;0000440;0000000
California;8876662;0019;03;1;09;2;5;02;902;0;0;000;000;000;00;00;000000;0000000;0000000
California;8886729;0016;01;2;37;6;5;10;706;1;1;010;557;476;52;12;003000;0003020;0003000
California;8886729;0021;06;2;29;6;5;11;706;1;1;015;477;476;52;40;029000;0029030;0029000
California;8886729;0011;06;1;30;6;5;08;706;1;6;000;000;000;00;00;000000;0013000;0000000
California;8887532;0013;01;2;86;1;2;10;022;0;6;000;000;000;00;00;000000;0160800;0000000
California;8889656;0029;01;1;24;1;5;13;050;0;1;000;737;260;45;40;000000;0030000;0030000
California;8889656;0026;19;2;24;1;5;13;050;0;1;025;786;231;38;30;030000;0030000;0030000
California;8892798;0024;01;2;29;1;5;14;171;0;1;020;668;005;52;40;055000;0056040;0055000
California;8894165;0013;01;2;51;1;3;12;171;2;6;000;827;313;52;40;053000;0053000;0053000
California;8894165;0029;03;2;14;9;5;04;171;1;0;000;000;000;00;00;000000;0000000;0000000
California;8894165;0032;03;1;30;1;1;13;998;1;2;000;738;110;52;40;045000;0045000;0045000
California;8896477;0013;01;2;30;1;5;15;496;0;1;025;727;210;50;45;094000;0094000;0094000
California;8898802;0024;01;1;39;1;5;13;032;0;6;000;000;000;00;00;000000;0000000;0000000
California;8898802;0023;19;1;36;1;5;09;032;0;1;035;868;411;00;00;000000;0000000;0000000
California;8904677;0013;01;1;38;1;1;12;148;0;1;030;777;425;50;45;000000;0022600;0020100
California;8904677;0016;02;2;28;1;1;11;148;1;1;045;759;586;20;20;005100;0006210;0005100
California;8904677;0018;03;2;00;1;5;00;939;0;0;000;000;000;00;00;000000;0000000;0000000
California;8912204;0021;01;2;88;2;2;12;902;0;6;000;000;000;00;00;000000;0014500;0000000
California;8912791;0047;01;1;66;6;1;13;706;2;6;000;746;043;00;00;000000;0050500;0000000
California;8912791;0048;02;2;62;6;1;06;706;2;6;000;000;000;00;00;000000;0000000;0000000
California;8912791;0024;03;1;31;6;5;13;706;1;1;045;689;102;52;50;048200;0038200;0048200
California;8914265;0019;01;2;81;1;2;09;999;0;6;000;000;000;00;00;000000;0019100;0000000
California;8914920;0024;01;1;73;1;1;11;082;0;6;000;000;000;00;00;000000;0024800;0000000
California;8914920;0024;02;2;88;1;1;03;089;0;6;000;000;000;00;00;000000;0006500;0000000
California;8917970;0019;01;2;27;1;5;13;050;0;1;000;137;570;49;40;021100;0021720;0021100
California;8918577;0019;01;1;30;1;5;14;026;0;1;010;678;471;50;55;100000;0110000;0104500
California;8918577;0021;19;2;30;1;5;14;939;0;1;010;687;482;48;55;325000;0325000;0325000
California;8921132;0013;01;1;24;1;5;13;999;0;1;035;678;100;52;50;038000;0038080;0038000
California;8922510;0018;01;1;32;1;1;08;999;0;1;010;917;204;52;40;325000;0325000;0325000
California;8922510;0019;02;2;27;6;1;10;999;1;1;045;648;131;52;38;053000;0053000;0053000
California;8925587;0029;01;1;23;5;1;08;210;2;1;030;868;402;52;50;029000;0029000;0029000
California;8925587;0016;02;2;25;5;1;08;210;3;6;000;000;000;00;00;000000;0000000;0000000
California;8925587;0024;03;2;02;5;5;00;210;0;0;000;000;000;00;00;000000;0000000;0000000
California;8930699;0015;01;1;72;6;3;13;706;1;6;000;818;326;50;25;000000;0039300;0008000
California;8931477;0026;01;1;59;6;1;13;706;1;1;060;786;254;35;30;017300;0017330;0017300
California;8931477;0022;02;2;53;6;1;11;706;1;1;015;786;254;35;04;022700;0022750;0022700
California;8931511;0024;01;1;74;8;5;13;997;0;6;000;000;000;00;00;000000;0009500;0000000
California;8933441;0026;01;1;33;6;1;13;706;0;1;025;648;043;52;45;064000;0064210;0064000
California;8933441;0016;02;2;30;6;1;13;706;0;6;000;728;062;24;45;019200;0019200;0019200
California;8933441;0021;03;1;00;6;5;00;706;0;0;000;000;000;00;00;000000;0000000;0000000
California;8935592;0019;01;1;31;6;5;13;999;0;1;065;497;512;52;48;036000;0037000;0036000
California;8935592;0029;19;2;26;6;5;11;706;0;6;000;727;570;35;32;011700;0011700;0011700
California;8939685;0027;01;1;32;1;5;13;032;0;6;000;657;271;00;00;000000;0137000;0000000
California;8939685;0029;19;2;30;1;5;13;046;0;1;015;919;496;52;40;048000;0048000;0048000
California;8940145;0013;01;2;40;9;5;11;720;0;1;020;697;582;52;35;040000;0040000;0040000
California;8940145;0016;18;2;29;1;5;11;051;0;1;020;797;365;52;45;032000;0032000;0032000
California;8940145;0016;18;1;34;1;5;13;051;0;1;022;689;482;52;55;044000;0044000;0044000
California;8943886;0048;01;1;62;2;1;13;902;0;6;000;497;472;24;08;005000;0054000;0005000
California;8943886;0039;02;2;55;1;1;09;931;0;6;000;947;394;15;40;013500;0013500;0013500
California;8943886;0045;03;2;25;8;5;09;939;0;1;020;497;472;49;24;007100;0007100;0007100
California;8943886;0032;03;2;17;8;5;07;939;0;1;030;786;586;50;15;005200;0005200;0005200
California;8951423;0024;01;1;48;1;1;13;089;1;1;035;739;101;52;40;072000;0072000;0072000
California;8951423;0026;02;2;49;1;1;13;089;3;2;000;739;010;28;40;000000;0089000;0089000
California;8951423;0029;03;2;15;1;5;04;089;2;0;000;000;000;00;00;000000;0001900;0000000
California;8958501;0008;01;2;31;9;1;13;046;1;1;002;786;231;40;50;035000;0035000;0035000
California;8962040;0056;01;2;39;2;5;11;902;0;1;035;818;102;52;45;055000;0055090;0055000
California;8962356;0026;01;1;58;1;5;14;142;0;3;000;856;285;32;40;100000;0106000;0102000
California;8962356;0024;18;2;63;6;3;13;706;1;6;000;819;035;52;50;070000;0070000;0070000
California;8962740;0037;01;1;30;1;5;13;291;1;6;000;000;000;00;00;000000;0000000;0000000
California;8970903;0021;01;1;93;6;2;03;706;4;6;000;000;000;00;00;000000;0000690;0000000
California;8972186;0013;01;1;28;6;1;12;706;1;1;157;309;080;30;40;020000;0020190;0020000
California;8972186;0021;02;2;28;6;1;13;706;3;6;000;619;080;00;00;000000;0013800;0000000
California;8972186;0016;11;2;41;6;3;09;706;2;1;090;729;512;04;40;002400;0007300;0002400
California;8977600;0024;01;1;31;1;5;13;032;0;1;015;707;492;50;75;000000;0035000;0035000
California;8979305;0019;01;2;45;1;3;09;051;0;1;030;778;962;52;40;038000;0041300;0041300
California;8984939;0021;01;1;82;1;1;06;171;4;6;000;000;000;00;00;000000;0007400;0000000
California;8984939;0021;02;2;83;1;1;06;171;4;6;000;000;000;00;00;000000;0007400;0000000
California;8986835;0024;01;1;49;6;5;10;706;0;1;025;648;480;50;35;090000;0100000;0090000
California;8989343;0015;01;1;69;6;1;03;706;3;6;000;868;031;00;00;000000;0010100;0000000
California;8989343;0016;02;2;55;6;1;03;706;3;1;060;369;874;52;40;028000;0031400;0028000
California;8989343;0013;03;1;29;6;5;11;706;1;6;000;000;000;00;00;000000;0000000;0000000
California;8989343;0016;03;2;28;6;5;11;706;2;1;045;787;551;35;05;001100;0001130;0001100
California;8989343;0016;03;2;26;6;5;13;706;1;1;040;687;023;20;20;003200;0003200;0003200
California;9002117;0029;01;1;32;3;5;13;431;0;1;015;697;085;52;48;325000;0333000;0332000
California;9004204;0016;01;2;31;1;5;13;032;0;1;000;737;263;50;70;000000;0100000;0100000
California;9004204;0016;19;1;35;1;5;13;032;1;1;000;739;043;50;70;000000;0120000;0120000
California;9004204;0016;18;2;34;1;5;13;032;0;1;030;679;043;50;30;150000;0150000;0150000
California;9019520;0021;01;1;82;6;1;11;706;4;6;000;000;000;00;00;000000;0007600;0000000
California;9019520;0029;02;2;75;6;1;09;706;4;6;000;000;000;00;00;000000;0012200;0000000
California;9022864;0039;22;1;42;1;5;09;999;0;6;000;000;000;00;00;000000;0004700;0000000
California;9029642;0030;23;2;20;1;5;11;051;0;6;000;707;540;12;38;001800;0001800;0001800
California;9029754;0022;01;2;82;2;2;11;902;0;6;000;000;000;00;00;000000;0020800;0000000
California;9030162;0018;01;1;39;1;1;13;032;0;1;030;919;174;40;32;043000;0043000;0043000
California;9030162;0019;02;2;37;1;1;13;051;1;1;020;786;231;52;40;023000;0023000;0023000
California;9035903;0037;01;1;36;1;5;13;026;0;1;040;479;102;52;40;066000;0066000;0066000
California;9036918;0010;01;2;48;9;3;08;811;0;1;000;847;460;08;10;000300;0000300;0000300
California;9036918;0011;03;2;29;9;3;07;811;0;1;040;518;476;28;40;014700;0014700;0014700
California;9036918;0008;08;2;08;9;5;02;811;0;0;000;000;000;00;00;000000;0000000;0000000
California;9037943;0018;01;1;77;1;1;01;171;3;6;000;000;000;00;00;000000;0003700;0000000
California;9037943;0013;02;2;72;1;1;01;171;3;6;000;000;000;00;00;000000;0003700;0000000
California;9039433;0016;01;1;44;1;5;13;089;0;1;040;687;271;52;40;054000;0054200;0054000
California;9039433;0018;18;2;39;1;5;15;021;0;1;020;727;210;48;45;030000;0030000;0030000
California;9045516;0024;01;1;36;1;5;13;082;0;1;025;739;484;52;45;090000;0090000;0090000
California;9053054;0034;01;2;27;1;5;14;050;0;1;025;829;201;52;40;039000;0039000;0039000
California;9053054;0024;19;1;33;1;5;12;050;0;1;015;627;153;52;45;042000;0042000;0042000
California;9058583;0019;01;2;41;1;1;13;022;0;1;001;747;263;44;40;000000;0040000;0040000
California;9058583;0018;02;1;44;1;1;15;050;0;3;000;108;043;50;65;040000;0040000;0040000
California;9062591;0021;01;2;62;1;5;16;026;0;1;035;786;232;52;40;036800;0043200;0036800
California;9064449;0023;01;2;24;1;5;13;998;0;1;030;538;476;40;40;030000;0030000;0030000
California;9064449;0024;21;2;24;1;5;13;051;0;1;020;517;263;50;45;025000;0030000;0025000
California;9065370;0015;01;1;28;1;5;13;051;0;1;030;737;043;51;40;080000;0080000;0080000
California;9065370;0024;19;2;28;1;5;13;022;0;1;030;737;043;24;40;021000;0021000;0021000
California;9072926;0026;01;2;57;6;3;09;716;1;1;010;707;492;52;40;040000;0177000;0040000
California;9074171;0022;01;2;83;6;3;12;720;1;6;000;000;000;00;00;000000;0001200;0000000
California;9074171;0029;03;2;36;6;5;12;720;0;1;030;767;483;52;40;042000;0047000;0042000
California;9074910;0018;01;2;36;6;1;03;785;3;6;000;000;000;00;00;000000;0000180;0000000
California;9074910;0021;02;1;41;6;1;04;785;3;1;025;619;914;00;00;000000;0000170;0000000
California;9074910;0016;03;2;16;6;5;06;785;2;6;000;000;000;00;00;000000;0006900;0000000
California;9074910;0016;03;1;15;6;5;05;999;2;0;000;000;000;00;00;000000;0000980;0000000
California;9074910;0018;03;2;11;6;5;04;785;2;0;000;000;000;00;00;000000;0000000;0000000
California;9075830;0019;01;2;42;6;5;14;706;1;1;095;077;080;52;40;070000;0070000;0070000
California;9075830;0018;06;2;41;6;5;13;706;2;1;060;629;080;52;40;060000;0060400;0060000
California;9075830;0019;06;2;41;6;5;13;706;2;1;045;077;080;52;40;060000;0063000;0060000
California;9075830;0015;07;1;78;6;2;08;706;4;6;000;000;000;00;00;000000;0012000;0000000
California;9076770;0021;01;2;73;1;5;09;089;0;6;000;000;000;00;00;000000;0024200;0000000
California;9084369;0026;01;1;29;9;5;14;032;1;1;010;678;001;25;65;042100;0043100;0042100
California;9089090;0013;01;1;51;1;3;13;003;0;1;050;819;496;52;40;100000;0115000;0100000
California;9089142;0029;01;2;70;1;3;09;999;1;6;000;000;000;00;00;000000;0011500;0000000
California;9099880;0021;01;1;29;6;5;09;706;2;1;025;877;720;40;40;000000;0020000;0020000
California;9099880;0016;07;2;58;6;2;13;999;2;1;020;937;080;52;40;070000;0070430;0070000
California;9099880;0024;06;1;34;6;5;14;999;1;1;025;719;586;52;40;030000;0035000;0030000
California;9099880;0021;07;1;62;6;1;09;999;2;1;020;077;644;50;30;000000;0040000;0040000
California;9100831;0016;01;2;31;1;5;13;082;0;1;020;687;012;52;45;095000;0095050;0095000
California;9102940;0029;01;1;44;1;5;16;032;0;1;015;857;011;52;55;055000;0055400;0055000
California;9106401;0024;01;2;85;1;5;12;999;0;6;000;000;000;00;00;000000;0247000;0000000
California;9113183;0022;01;1;51;1;5;13;097;1;1;015;808;326;47;03;000000;0001850;0002000
California;9128007;0029;01;1;29;1;5;11;087;0;1;045;678;002;36;45;029400;0029400;0029400
California;9128007;0015;19;2;31;1;5;12;050;1;1;020;917;080;52;40;043000;0043000;0043000
California;9129163;0026;01;2;87;1;2;01;998;3;6;000;000;000;00;00;000000;0000000;0000000
California;9131457;0021;01;2;75;6;5;12;740;0;6;000;000;000;00;00;000000;0064100;0000000
California;9133441;0018;01;1;23;1;5;11;195;0;1;015;508;562;46;40;000000;0010000;0010000
California;9133441;0024;18;1;31;1;5;13;195;0;1;020;738;263;48;40;010000;0010000;0010000
California;9133441;0024;18;1;34;1;5;13;999;0;1;060;477;263;48;40;012000;0012000;0012000
California;9133441;0018;18;1;23;1;5;11;195;0;1;030;497;962;44;40;012000;0012000;0012000
California;9136535;0029;01;2;43;2;5;13;902;0;3;000;199;591;45;45;035000;0040400;0040000
California;9136535;0021;19;1;38;1;5;11;050;0;3;000;868;404;38;40;040000;0040000;0040000
California;9137351;0023;01;1;46;1;1;13;998;2;1;030;618;702;40;40;032000;0032000;0032000
California;9137351;0024;02;2;45;1;1;13;998;2;1;045;768;582;39;25;014500;0014820;0014500
California;9137351;0027;03;1;16;1;5;05;998;1;1;010;789;272;06;10;000900;0000910;0000900
California;9137351;0026;03;1;12;1;5;03;998;1;0;000;000;000;00;00;000000;0000000;0000000
California;9142589;0021;01;1;55;1;1;15;171;3;1;030;877;720;43;40;037000;0037000;0037000
California;9142589;0029;02;2;47;1;1;15;171;2;1;030;866;524;48;40;026000;0026000;0026000
California;9142589;0019;03;2;21;1;5;13;148;1;1;020;747;540;48;50;030000;0030000;0030000
California;9142589;0018;03;2;19;1;5;11;171;1;1;020;898;451;00;00;000000;0000000;0000000
California;9144002;0026;01;2;45;1;5;15;051;0;1;015;808;182;52;40;053000;0052670;0052650
California;9144002;0021;19;1;57;6;4;16;615;0;1;040;787;220;52;40;100000;0100000;0100000
California;9166236;0024;01;2;28;1;5;12;176;0;1;030;689;080;52;44;030000;0030000;0030000
California;9166236;0021;18;2;27;1;5;10;022;1;6;000;000;000;00;00;000000;0000000;0000000
California;9167103;0021;01;2;62;1;3;12;032;0;1;045;747;551;52;60;059000;0059000;0059000
California;9167103;0029;19;1;72;2;2;07;902;0;6;000;000;000;00;00;000000;0035780;0000000
California;9173558;0015;01;2;32;1;3;14;051;0;1;035;228;005;40;55;080000;0086000;0080000
California;9173558;0022;17;1;34;1;5;14;999;0;1;035;739;071;44;55;120000;0150000;0120000
California;9175335;0026;01;2;79;1;3;11;022;0;6;000;000;000;00;00;000000;0011800;0000000
California;9182046;0018;01;1;77;1;1;15;171;4;6;000;000;000;00;00;000000;0006100;0000000
California;9182046;0019;02;2;69;1;1;15;171;3;6;000;000;000;00;00;000000;0006100;0000000
California;9184333;0029;01;2;84;2;4;10;999;0;6;000;847;460;50;40;000000;0040500;0018500
California;9186121;0016;01;1;45;6;1;11;720;0;1;030;707;263;52;40;035000;0035000;0035000
California;9186121;0018;02;2;38;6;1;13;720;1;1;020;077;012;52;40;033000;0033000;0033000
California;9186121;0032;06;1;14;6;5;03;720;0;0;000;000;000;00;00;000000;0000000;0000000
California;9186121;0029;03;1;09;6;5;02;720;0;0;000;000;000;00;00;000000;0000000;0000000
California;9186121;0018;06;2;52;6;5;11;720;0;6;000;000;000;00;00;000000;0007800;0000000
California;9189848;0019;01;2;38;1;4;10;032;1;1;015;819;340;50;40;030000;0042000;0030000
California;9189848;0018;03;2;15;9;5;05;032;0;0;000;000;000;00;00;000000;0000000;0000000
California;9189848;0018;03;2;12;9;5;04;032;0;0;000;000;000;00;00;000000;0000000;0000000
California;9189848;0011;17;1;29;6;5;13;999;2;1;040;077;136;52;35;028000;0028000;0028000
California;9189848;0016;17;2;24;6;5;15;999;2;6;000;787;155;26;20;004600;0009900;0004600
California;9192755;0018;01;1;68;6;1;13;706;1;6;000;000;000;00;00;000000;0007400;0000000
California;9192755;0016;02;2;55;6;1;07;706;1;6;000;000;000;00;00;000000;0007400;0000000
California;9193001;0023;01;2;57;3;5;11;210;1;1;030;856;442;30;16;015900;0015900;0015900
California;9193001;0022;03;1;30;3;5;09;218;1;1;020;508;476;40;32;016000;0016000;0016000
California;9200705;0026;01;1;56;6;1;01;785;3;3;000;992;992;00;00;000000;0000000;0000000
California;9200705;0032;02;2;44;6;1;05;785;3;1;040;907;830;01;40;009600;0009600;0009600
California;9200705;0024;03;1;19;6;5;10;785;1;1;030;558;470;00;00;000000;0000000;0000000
California;9203033;0039;01;1;37;1;5;11;021;0;1;015;868;012;52;50;060000;0068000;0060000
California;9203033;0029;19;2;30;6;3;11;720;0;1;015;868;512;52;48;025000;0025000;0025000
California;9203033;0045;17;1;35;2;5;13;568;1;1;030;868;080;52;40;027000;0027000;0027000
California;9203058;0016;01;1;41;6;1;16;750;2;1;010;648;260;40;40;024800;0027100;0024800
California;9203058;0016;02;2;38;6;1;05;999;2;6;000;000;000;00;00;000000;0000000;0000000
California;9203058;0013;03;2;05;6;5;02;999;0;0;000;000;000;00;00;000000;0000000;0000000
California;9203058;0016;03;2;13;6;5;04;999;0;0;000;000;000;00;00;000000;0000000;0000000
California;9206192;0024;01;1;64;1;1;13;050;0;6;000;707;492;03;04;074000;0076000;0074000
California;9206192;0013;02;2;49;1;1;13;925;0;6;000;739;071;00;00;000000;0023300;0000000
California;9206192;0021;11;2;93;1;2;06;925;0;6;000;000;000;00;00;000000;0016400;0000000
California;9208017;0014;22;2;93;1;2;09;924;0;6;000;786;231;00;00;000000;0019000;0000000
California;9212020;0021;01;2;26;5;5;13;917;0;1;045;747;111;00;00;000000;0000000;0000000
California;9212020;0032;18;1;28;1;5;13;999;0;1;065;909;062;52;55;070000;0070000;0070000
California;9212020;0018;18;1;23;1;5;13;999;0;1;055;866;530;20;40;030000;0030000;0030000
California;9213313;0016;01;1;85;1;1;11;200;1;1;015;866;734;02;30;005000;0047700;0005000
California;9213313;0015;02;2;77;1;1;11;226;1;6;000;000;000;00;00;000000;0005000;0000000
California;9214247;0035;01;2;32;2;5;02;902;0;6;000;000;000;00;00;000000;0006400;0000000
California;9214247;0050;03;2;08;2;5;02;902;0;0;000;000;000;00;00;000000;0000000;0000000
California;9214247;0024;03;1;05;2;5;01;902;0;0;000;000;000;00;00;000000;0000000;0000000
California;9217018;0026;01;1;72;1;2;13;999;3;6;000;000;000;00;00;000000;0008100;0000000
California;9218396;0018;01;1;38;1;1;09;022;0;1;040;819;350;52;36;072000;0072000;0072000
California;9219540;0013;01;1;34;1;1;11;088;0;1;020;688;524;50;40;018200;0018200;0018200
California;9219540;0019;02;2;29;1;1;10;097;0;1;020;199;570;52;40;024200;0024200;0024200
California;9221005;0012;22;1;86;6;1;01;999;0;6;000;000;000;00;00;000000;0000000;0000000
California;9221729;0021;23;2;45;1;1;11;999;0;3;000;537;392;00;00;000000;0000600;0000000
California;9222020;0019;01;1;75;2;3;09;999;0;6;000;000;000;00;00;000000;0017900;0000000
California;9226040;0029;01;1;45;1;5;14;050;0;1;030;668;101;52;40;092000;0092450;0092000
California;9226224;0052;01;1;64;1;1;11;171;0;3;000;458;485;32;41;065000;0075300;0065000
California;9226224;0035;02;2;62;1;1;11;003;0;6;000;758;043;00;00;000000;0000000;0000000
California;9226224;0031;03;2;17;1;5;07;999;0;6;000;000;000;00;00;000000;0137000;0000000
California;9231174;0016;01;1;23;1;5;13;998;0;1;060;866;420;50;50;030000;0030050;0030000
California;9231174;0016;18;1;23;1;5;13;939;0;1;030;866;471;52;60;030000;0030000;0030000
California;9241894;0029;01;2;67;6;3;09;740;1;6;000;687;091;00;00;000000;0028360;0000000
